_id,pin,address,start_year,approved_date,program_name,num_years,abatement_amount,neighborhood,council_district,ward,dpw_streets,dpw_enviro,dpw_parks,police_zone,fire_zone,longitude,latitude
12641,0001D00259C70400,301 5TH AVE UNIT 704,2010,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99977597714972,40.44081391972387
12642,0001D00259C70700,301 5TH AVE UNIT 707,2010,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99997904942926,40.440890288732824
12643,0001D00259C71200,301 5TH AVE UNIT 712,2010,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-80.00005679206105,40.44076960822066
12644,0001D00259C72000,301 5TH AVE UNIT 720,2010,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99951525600167,40.440565962529455
12645,0001D00259C72200,301 5TH AVE UNIT 722,2010,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9993796962285,40.44051466928328
12646,0001G00224140600,151 FORT PITT BLVD UNIT 1406,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00466905242315,40.438365156292654
12647,0001G00224180100,151 FORT PITT BLVD UNIT 1801,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00485739887225,40.43834827630457
12648,0001G00224180200,151 FORT PITT BLVD UNIT 1802,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.0048198460754,40.43833406895939
12649,0001G00224180400,151 FORT PITT BLVD UNIT 1804,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00474964689889,40.43830747109959
12650,0001D00259C50300,301 5TH AVE UNIT 503,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99974583573858,40.441252329726645
12651,0001D00259C50800,301 5TH AVE UNIT 508,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99940737474168,40.4411250506178
12652,0001D00259C60700,301 5TH AVE UNIT 607,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99996900208771,40.44103642365523
12653,0001D00259C61100,301 5TH AVE UNIT 611,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99969823331719,40.440934599514996
12654,0001D00259C62000,301 5TH AVE UNIT 620,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9993698306304,40.44066118961401
12655,0001D00259C71000,301 5TH AVE UNIT 710,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-80.00019218022597,40.44082051963548
12656,0001D00259C71100,301 5TH AVE UNIT 711,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-80.0001244734942,40.440795060599285
12657,0001D00259C72100,301 5TH AVE UNIT 721,2011,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99944757135148,40.44054051012401
12658,0001D00259C51100,301 5TH AVE UNIT 511,2012,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9992042943795,40.44104867947595
12659,0001D00259C60300,301 5TH AVE UNIT 603,2012,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99982357253764,40.44113164671687
12660,0001D00259C60900,301 5TH AVE UNIT 609,2012,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99983362110953,40.44098551169295
12661,0001D00259C61200,301 5TH AVE UNIT 612,2012,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99963054064425,40.440909141357324
12662,0001D00259C61300,301 5TH AVE UNIT 613,2012,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99956285290433,40.440883690274525
12663,0001D00259C61400,301 5TH AVE UNIT 614,2012,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99949515846757,40.44085823170056
12664,0001D00259C70100,301 5TH AVE UNIT 701,2012,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99957289797733,40.440737553347375
12665,0001D00259C71300,301 5TH AVE UNIT 713,2012,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99998910710188,40.440744155367014
12666,0001D00259C71400,301 5TH AVE UNIT 714,2012,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99992139366996,40.440718693334055
12667,0001D00259C71500,301 5TH AVE UNIT 715,2012,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99985372144526,40.44069324315914
12668,0001D00259C50200,301 5TH AVE UNIT 502,2013,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99981353042195,40.441277784403304
12669,0001D00259C50500,301 5TH AVE UNIT 505,2013,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99961045266853,40.44120141642954
12670,0001D00259C51200,301 5TH AVE UNIT 512,2013,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99913660010212,40.44102322340568
12671,0001D00259C51300,301 5TH AVE UNIT 513,2013,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99906891524115,40.440997769935635
12672,0001D00259C60600,301 5TH AVE UNIT 606,2013,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-80.00003669328952,40.44106187736664
12673,0001D00259C70300,301 5TH AVE UNIT 703,2013,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99970828439879,40.44078846609367
12674,0001D00259C70900,301 5TH AVE UNIT 709,2013,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-80.00011443594556,40.44094119724789
12675,0001D00259C71900,301 5TH AVE UNIT 719,2013,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99958294470368,40.44059141725594
12676,0001G00224170200,151 FORT PITT BLVD UNIT 1702,2014,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00483523156636,40.438380514606074
12677,0001D00259C50600,301 5TH AVE UNIT 506,2014,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99954275714458,40.44117595995516
12678,0001D00259C60100,301 5TH AVE UNIT 601,2014,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99968818791844,40.44108073593363
12679,0001D00259C61700,301 5TH AVE UNIT 617,2014,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99929208649954,40.44078186569152
12680,0001D00259C61900,301 5TH AVE UNIT 619,2014,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99930213074776,40.44063572675116
12681,0001D00259C62100,301 5TH AVE UNIT 621,2014,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99943751508287,40.44068664157368
12682,0001D00259C71800,301 5TH AVE UNIT 718,2014,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99965063700473,40.440616872231516
12683,0001G00224140400,151 FORT PITT BLVD UNIT 1404,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.0047366746261,40.4383899919784
12684,0001G00224150600,151 FORT PITT BLVD UNIT 1506,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00459014813504,40.43828904311547
12685,0001G00224160300,151 FORT PITT BLVD UNIT 1603,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00469434462823,40.438327948848695
12686,0001G00224160400,151 FORT PITT BLVD UNIT 1604,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00472747008513,40.43834032403424
12687,0001G00224170300,151 FORT PITT BLVD UNIT 1703,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00487581337676,40.43839563276015
12688,0001D00259C51400,301 5TH AVE UNIT 514,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99914665502224,40.44087709034708
12689,0001D00259C51600,301 5TH AVE UNIT 516,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99928203215639,40.44092799825005
12690,0001D00259C51800,301 5TH AVE UNIT 518,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9994174184604,40.44097891279477
12691,0001D00259C60800,301 5TH AVE UNIT 608,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99990131554227,40.441010969676896
12692,0001D00259C61800,301 5TH AVE UNIT 618,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99922439218984,40.440756410600564
12693,0001D00259C70500,301 5TH AVE UNIT 705,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9998775142739,40.44085210336928
12694,0001D00259C71600,301 5TH AVE UNIT 716,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.9997860168416,40.44066778481886
12695,0001D00259C71700,301 5TH AVE UNIT 717,2015,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99971833332297,40.44064233130791
12696,0001G00224180300,151 FORT PITT BLVD UNIT 1803,2016,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00478372603318,40.43832036243818
12697,0001D00259C50700,301 5TH AVE UNIT 507,2016,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99947506783212,40.44115050532223
12698,0001D00259C51500,301 5TH AVE UNIT 515,2016,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.99921434424643,40.44090254481562
12699,0001D00259C51700,301 5TH AVE UNIT 517,2016,2009-06-10,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-4,-79.999349729135,40.440953457252974
12700,0001G00224160500,151 FORT PITT BLVD UNIT 1605,2009,2009-06-11,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00476164193294,40.438353040962895
12701,0001G00224050600,151 FORT PITT BLVD UNIT 506,2009,2009-06-17,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,1,6,Central,Riverview,2,1-4,-80.00448642598035,40.438567808584054
12702,0009N00039002A00,951 LIBERTY AVE UNIT 2A,2010,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.9963165165502,40.44372079960787
12703,0009N00039002B00,951 LIBERTY AVE UNIT 2B,2010,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99624926644682,40.443738708601806
12704,0009N00039002D00,951 LIBERTY AVE UNIT 2D,2010,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99623174653844,40.44369901925831
12705,0009N00039003A00,951 LIBERTY AVE UNIT 3A,2010,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99628023923164,40.443641464147674
12706,0009N00039003B00,951 LIBERTY AVE UNIT 3B,2010,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99621405044878,40.44365936141454
12707,0009N00039004A00,951 LIBERTY AVE UNIT 4A,2010,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.9962448336357,40.4435612402445
12708,0009N00039004B00,951 LIBERTY AVE UNIT 4B,2010,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99617954650444,40.44357863184579
12709,0009N00039004C00,951 LIBERTY AVE UNIT 4C,2010,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99622893937926,40.443525614692945
12710,0009N00039004D00,951 LIBERTY AVE UNIT 4D,2010,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99616424140953,40.44354308443789
12711,0009N00137010100,941 PENN AVE,2010,2009-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99684306252482,40.444647914438924
12712,0009N00137010200,941 PENN AVE UNIT 102,2010,2009-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.9968057580223,40.44465723955869
12713,0009N00137020100,941 PENN AVE UNIT 201,2010,2009-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99682355898948,40.444604920351146
12714,0009N00137030200,941 PENN AVE UNIT 302,2010,2009-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99676618406885,40.44456930792852
12715,0009N00137040100,941 PENN AVE UNIT 401,2010,2009-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99678372535335,40.44451718136996
12716,0009N00137070200,941 PENN AVE UNIT 702,2010,2009-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99668775087818,40.444394927803685
12717,0009N00137090100,941 PENN AVE UNIT 901,2010,2009-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99668816682666,40.444306683533746
12718,0009N00137090200,941 PENN AVE UNIT 902,2010,2009-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99665202027654,40.444315606433854
12719,0009N00039003C00,951 LIBERTY AVE UNIT 3C,2011,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99626255440485,40.44360126653331
12720,0009N00039003D00,951 LIBERTY AVE UNIT 3D,2011,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99619667947198,40.443618508211244
12721,0009N00137070100,941 PENN AVE UNIT 701,2011,2009-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99672447436855,40.44438664215265
12722,0009N00039002C00,951 LIBERTY AVE UNIT 2C,2012,2009-06-26,ACT42 ENHANCED RESIDENTIAL,10,250000,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99629859849632,40.44368086427252
12723,0009N00137080200,941 PENN AVE UNIT 802,2013,2009-06-26,RESIDENTIAL ENHANCED LERTA,10,2700,Central Business District,6,2,6,Central,Riverview,2,1-3,-79.99666965902392,40.444354814278405
12724,0049J00118000000,3601 BUTLER ST,,2015-08-14,COMMERCIAL LERTA,5,50000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96546846807698,40.4656293607327
12725,0049J00118000000,3601 BUTLER ST,,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96546846807698,40.4656293607327
12726,0049J00118010100,3607 BUTLER ST UNIT 101,2018,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96533708885413,40.465639813663884
12727,0049J00118010200,3607 BUTLER ST UNIT 102,2018,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96536812535996,40.46559379357433
12728,0049J00118010300,3607 BUTLER ST UNIT 103,2018,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96540017352288,40.46554628106911
12729,0049J00118020000,3607 BUTLER ST UNIT 200,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96560171007764,40.46562704486503
12730,0049J00118020100,3607 BUTLER ST UNIT 201,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96544051639668,40.46556253667056
12731,0049J00118020200,3607 BUTLER ST UNIT 202,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96547865606072,40.46557784645655
12732,0049J00118020300,3607 BUTLER ST UNIT 203,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96552079973762,40.46559471028875
12733,0049J00118020400,3607 BUTLER ST UNIT 204,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96556166433793,40.46561101464666
12734,0049J00118030000,3607 BUTLER ST UNIT 300,2020,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96556767131636,40.46567374578697
12735,0049J00118030100,3607 BUTLER ST UNIT 301,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96540813480276,40.46560989961882
12736,0049J00118030200,3607 BUTLER ST UNIT 302,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96544627054064,40.465625197818326
12737,0049J00118030300,3607 BUTLER ST UNIT 303,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.9654883150739,40.46564203652115
12738,0049J00118030400,3607 BUTLER ST UNIT 304,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96552861374468,40.46565810971318
12739,0049J00118040000,3607 BUTLER ST UNIT 400,2018,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96553438198534,40.46571940729353
12740,0049J00118040100,3607 BUTLER ST UNIT 401,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96537666485503,40.46565586376408
12741,0049J00118040200,3607 BUTLER ST UNIT 402,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96541477764032,40.465671252194745
12742,0049J00118040300,3607 BUTLER ST UNIT 403,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96545666950628,40.46568814012382
12743,0049J00118040400,3607 BUTLER ST UNIT 404,2019,2015-08-14,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-3,-79.96549636997548,40.46570407504263
12744,0022S00011000000,1305 ALLEGHENY AVE,2017,2015-08-04,ACT42 ENHANCED RESIDENTIAL,10,250000,Manchester,6,21,1,Northern,Riverview,1,1-8,-80.02023969615726,40.45447413223267
12745,0023S00256000000,406 FORELAND ST,,2015-08-21,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-80.00168024179449,40.45430062517986
12746,0024N00013000000,618 FORELAND ST,2018,2015-08-11,ACT42 ENHANCED RESIDENTIAL,10,250000,East Allegheny,1,23,1,Northern,Riverview,1,1-6,-79.99874261875911,40.454858095885506
12747,0029C00056000000,3500 FRAZIER ST,2016,2015-08-11,ACT42 RESIDENTIAL,3,86750,South Oakland,3,4,3,Central,Schenley,4,2-11,-79.95680013664175,40.43137987611628
12748,0023K00374000000,1215 REDDOUR ST,2016,2015-08-11,ACT42 RESIDENTIAL,3,86750,Central Northside,1,22,1,Northern,Riverview,1,1-21,-80.0081754504399,40.456181469960484
12749,0139F00137000000,111 AIDAN CT,2017,2015-08-11,ACT42 RESIDENTIAL,3,86750,Brookline,4,32,4,Southern,Emerald,6,4-25,-80.01222875140805,40.381933366477384
12750,0047M00252000000,1745 COWLEY ST,,2018-05-09,ACT42 RESIDENTIAL,3,86750,Troy Hill,1,24,1,Northern,Riverview,1,1-2,-79.98351015378455,40.4664722541945
12751,0070A00250000000,735 BEECHNUT DR,,2018-05-21,LOCAL ECONOMIC STIMULUS,10,250000,Fairywood,2,28,5,Northern,Emerald,6,1-16,-80.08192527043516,40.451543074324135
12752,0011J00170000000,1713 LOCUST ST,,2018-05-15,ACT42 ENHANCED RESIDENTIAL,10,250000,Bluff,6,1,3,Central,Schenley,2,2-1,-79.98217954984193,40.4368050692902
12753,0011J00171000000,1715 LOCUST ST,2019,2018-05-15,ACT42 ENHANCED RESIDENTIAL,10,250000,Bluff,6,1,3,Central,Schenley,2,2-1,-79.98211978774505,40.43680326550823
12754,0011K00029000000,2024 5TH AVE,2022,2018-05-08,ACT42 ENHANCED RESIDENTIAL,10,250000,Bluff,6,1,3,Central,Schenley,2,2-1,-79.9766044492344,40.437940288952674
12755,0049N00152000000,3465 LIGONIER ST,2019,2018-05-31,ACT42 ENHANCED RESIDENTIAL,10,250000,Lower Lawrenceville,7,6,2,Central,Highland,2,3-6,-79.964795358699,40.46352073864599
12756,0049A00320000000,105 40TH ST,2020,2018-05-10,LOCAL ECONOMIC STIMULUS,10,250000,Central Lawrenceville,7,9,2,Central,Highland,2,3-3,-79.96490965986659,40.47158582487246
12757,0080D00291000000,5208 KEYSTONE ST,2019,2018-05-04,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.95245326123671,40.47956876467986
12758,0119S00009000000,5400 NATRONA WAY,2020,2018-05-29,ACT42 ENHANCED RESIDENTIAL,10,250000,Upper Lawrenceville,7,10,2,Central,Highland,2,3-5,-79.94995014907151,40.48205172916026
12759,0022B00283000000,1262 KUNKLE AVE,2023,2021-12-16,CHAPTER 265 ENHANCED,10,250000,California-Kirkbride,6,21,1,Northern,Northern,1,1-9,-80.025445448058,40.46019768628253
12760,0022B00285000000,1252 KUNKLE AVE,2023,2021-12-16,CHAPTER 265 ENHANCED,10,250000,California-Kirkbride,6,21,1,Northern,Northern,1,1-9,-80.02528169859202,40.460230263776204
12761,0022B00286000000,1246 KUNKLE AVE,2023,2021-12-16,CHAPTER 265 ENHANCED,10,250000,California-Kirkbride,6,21,1,Northern,Northern,1,1-9,-80.02518334805525,40.4601960791716
12762,0022B00289000000,1236 KUNKLE AVE,2023,2021-12-16,CHAPTER 265 ENHANCED,10,250000,California-Kirkbride,6,21,1,Northern,Northern,1,1-9,-80.02495734048603,40.46028992848982
12763,0022B00290000000,1232 KUNKLE AVE,2023,2021-12-14,CHAPTER 265 ENHANCED,10,250000,California-Kirkbride,6,21,1,Northern,Northern,1,1-9,-80.0248366812773,40.46031354213682
12764,0022G00127000000,1144 KIRKBRIDE ST,2023,2021-12-14,CHAPTER 265 ENHANCED,10,250000,California-Kirkbride,6,21,1,Northern,Northern,1,1-9,-80.02359601313212,40.459437953196584
12765,0023E00388000000,508 W JEFFERSON ST,2023,2021-12-08,CHAPTER 265 ENHANCED,10,250000,Central Northside,6,25,1,Northern,Northern,1,1-21,-80.01321654353852,40.4592919045909
12766,0023E00389000000,506 W JEFFERSON ST,,2021-12-08,CHAPTER 265 ENHANCED,10,250000,Central Northside,6,25,1,Northern,Northern,1,1-21,-80.01315275313459,40.4593023215709
12767,0023E00390000000,506 W JEFFERSON ST,2023,2021-12-08,CHAPTER 265 ENHANCED,10,250000,Central Northside,6,25,1,Northern,Northern,1,1-21,-80.01308378022621,40.459421790114035
12768,0023F00083000000,128 E JEFFERSON ST,2023,2021-12-08,CHAPTER 265 BASE,3,175000,Central Northside,6,25,1,Northern,Northern,1,1-21,-80.0094924113724,40.459486704012
12769,0023F00084000000,132 E JEFFERSON ST,2023,2021-12-08,CHAPTER 265 BASE,3,175000,Central Northside,6,25,1,Northern,Northern,1,1-21,-80.00961833313721,40.45945854662865
12770,0023F00085000000,130 E JEFFERSON ST,2023,2021-12-08,CHAPTER 265 BASE,3,175000,Central Northside,6,25,1,Northern,Northern,1,1-21,-80.00955816606428,40.45947421960158
12771,0023F00086000000,134 E JEFFERSON ST,2022,2021-12-08,CHAPTER 265 BASE,3,175000,Central Northside,6,25,1,Northern,Northern,1,1-21,-80.00967252872516,40.459407050151384
