_id,id,facility_name,num,street,city,state,zip,municipal,category_cd,description,p_code,fdo,bus_st_date,bus_cl_date,seat_count,noroom,sq_feet,status,placard_st,x,y,address
22219,2.02E+11,Pizza 412,2080,Saw Mill Run  Boulevard,Pittsburgh,PA,15210,Beltzhoover,211,Restaurant without Liquor,1,10/13/2017,10/13/2017,,0,,,1,1,-79.99744043,40.39224359,2080 Saw Mill Run  Boulevard PA 15210
4963,49505,Pizza Perfectta,258,S Highland Ave,Pittsburgh,PA,15206,Bloomfield,211,Restaurant without Liquor,0,1/1/1993,1/1/1993,,0,,,1,1,-79.92534977,40.45722643,258 S Highland Ave PA 15206
6272,43130,Eddie's Pizza Haus,1744,Chislett St,Pittsburgh,PA,15206,Bloomfield,211,Restaurant without Liquor,1,12/14/1987,12/14/1987,,0,,,1,1,-79.92591422,40.48530839,1744 Chislett St PA 15206
20528,2.02E+11,Pizza Italia,4512,Liberty Avenue,Pittsburgh,PA,15224,Bloomfield,211,Restaurant without Liquor,1,1/4/2016,1/4/2016,,30,,,1,1,-79.95150696,40.46272973,4512 Liberty Ave PA 15224
21417,2.02E+11,Pizza Fiesta #2,4911,Penn Avenue,Pittsburgh,PA,15224,Bloomfield,211,Restaurant without Liquor,0,11/10/2015,11/10/2015,,24,,,1,1,-79.94472707,40.46545484,4911 Penn Avenue PA 15224
24978,2.01E+11,Caliente Pizza & Draft House,4624,Liberty  Avenue,Pittsburgh,PA,15224,Bloomfield,202,Chain Restaurant with Liquor,1,9/28/2012,9/28/2012,,40,,,1,0,-79.95014843,40.46200296,4624 Liberty  Avenue PA 15224
26171,2.02E+11,Black Lotus Pizza,4065,Penn Avenue,Pittsburgh,PA,15224,Bloomfield,201,Restaurant with Liquor,1,6/19/2020,6/19/2020,,50,,,1,1,-79.95556281,40.46573899,4065 Penn Avenue PA 15224
21222,2.02E+11,Pizza Bosa ,741,5th Avenue,Pittsburgh,PA,15219,Bluff,211,Restaurant without Liquor,0,10/26/2016,10/26/2016,,66,,,1,1,-79.99214766,40.43898977,741 5th Avenue PA 15219
4568,55750,Bellisario's Pizza Palace,437,McNeilly Road,Pittsburgh,PA,15226,Brookline,211,Restaurant without Liquor,1,9/3/1996,9/3/1996,,36,,,1,1,-80.01534969,40.38301379,437 McNeilly Road PA 15226
25907,2.02E+11,Fox's Pizza Den Brookline,902,Brookline Boulevard,Pittsburgh,PA,15226,Brookline,211,Restaurant without Liquor,1,5/14/2020,5/14/2020,,32,,,1,1,-80.01916702,40.39278927,902 Brookline Boulevard PA 15226
34107,2.02E+11,Vinnyâ€™s Pizza & Pasta,618,Brookline Boulevard,Pittsburgh,PA,15226,Brookline,211,Restaurant without Liquor,1,6/30/2022,6/30/2022,,0,,,1,1,-80.02215015,40.3950133,618 Brookline Boulevard PA 15226
39711,2.02E+11,Brookline Pub & Pizza,734,Brookline  Boulevard,Pittsburgh,PA,15226,Brookline,201,Restaurant with Liquor,0,10/24/2023,10/24/2023,,102,,,1,1,-80.02072704,40.39398988,734 Brookline  Boulevard PA 15226
6564,32163,Fiori's Pizza,103,Capital Avenue,Pittsburgh,PA,15226,Carrick,211,Restaurant without Liquor,1,12/23/1986,12/23/1986,,26,,,1,1,-80.01845129,40.40518744,103 Capital Avenue PA 15226
27229,2.02E+11,Vocelli Pizza #234,1001,Cool Springs Drive,Pittsburgh,PA,15234,Castle Shannon,212,Chain Restaurant without Liquor,1,10/13/2020,10/13/2020,,9,,,1,1,-80.01621854,40.35067627,1001 Cool Springs Drive PA 15234
30526,2.02E+11,Jimmy Zâ€™s Old Fashioned Square Pizza,4136,Library  Road,Pittsburgh,PA,15234,Castle Shannon,212,Chain Restaurant without Liquor,1,8/10/2021,8/10/2021,,0,,,1,1,-80.02915194,40.35893839,4136 Library  Road PA 15234
30683,2.02E+11,Nickâ€™s Pizza,329,Mount Lebanon Boulevard,Pittsburgh,PA,15234,Castle Shannon,211,Restaurant without Liquor,1,8/31/2021,8/31/2021,,0,,,1,1,-80.03482697,40.36950727,329 Mount Lebanon Boulevard PA 15234
3024,2.00E+11,Pizza Milano,1304,5th Avenue,Pittsburgh,PA,15219,Central Business District,201,Restaurant with Liquor,1,1/21/1999,1/21/1999,,122,,,1,1,-79.98798041,40.43855593,1304 5th Avenue PA 15219
35511,2.02E+11,Italian Village Pizza @ US Steel Tower,600,Grant Street,Pittsburgh,PA,15219,Central Business District,212,Chain Restaurant without Liquor,1,10/20/2022,10/20/2022,,0,,,1,1,-79.99485606,40.44136297,600 Grant Street PA 15219
36664,2.02E+11,Vocelli Pizza,4740,Baum Boulevard,Pittsburgh,PA,15219,Central Business District,212,Chain Restaurant without Liquor,1,1/11/2023,1/11/2023,,0,,,1,1,-79.94880404,40.4538088,4740 Baum Boulevard PA 15219
21241,2.02E+11,Pizza Hut #033949,550,Butler Street,Pittsburgh,PA,15201,Central Lawrenceville,212,Chain Restaurant without Liquor,1,9/5/2017,9/5/2017,,0,,,1,1,-79.95458723,40.47967847,550 Butler Street PA 15201
27148,2.02E+11,Pizza Lupo,5123,Butler Street,Pittsburgh,PA,15201,Central Lawrenceville,211,Restaurant without Liquor,0,9/21/2020,9/21/2020,,0,,,1,1,-79.95548327,40.47906115,5123 Butler Street PA 15201
32377,2.02E+11,V3 Flatbread Pizza,4500,Butler Street,Pittsburgh,PA,15201,Central Lawrenceville,211,Restaurant without Liquor,1,1/19/2022,1/19/2022,,16,,,1,1,-79.95900622,40.47210541,4500 Butler Street PA 15201
39703,2.02E+11,Pesaroâ€™s Pizza,5424,Butler Street,Pittsburgh,PA,15201,Central Lawrenceville,211,Restaurant without Liquor,1,10/31/2023,10/31/2023,,0,,1700,1,1,-79.95030496,40.48310776,5424 Butler Street PA 15201
153,33413,Sciulli's Pizza,3404,5th  Avenue,Pittsburgh,PA,15213,Central Oakland,211,Restaurant without Liquor,1,6/1/1980,6/1/1980,,52,,,1,1,-79.96177851,40.43919277,3404 5th  Avenue PA 15213
25643,2.02E+11,Pizza Days,3333,Forbes Avenue,Pittsburgh,PA,15213,Central Oakland,333,Temporary,1,4/27/2020,4/27/2020,,0,0,0,1,,-79.96270455,40.43779632,3333 Forbes Avenue PA 15213
19952,2.02E+11,Pizza Hut #033961,7,Poplar Street,Pittsburgh,PA,15205,Crafton Heights,212,Chain Restaurant without Liquor,1,9/6/2017,9/6/2017,,88,,,1,1,-80.05302934,40.42740757,7 Poplar Street PA 15205
19994,2.02E+11,Blaze Pizza #1197,290,Settlers Ridge Ctr Dr,Pittsburgh,PA,15205,Crafton Heights,212,Chain Restaurant without Liquor,1,10/4/2016,10/4/2016,,68,,,1,1,-80.14923292,40.4405032,290 Settlers Ridge Ctr Dr PA 15205
20197,2.01E+11,Pizza Palermo,45,Foster Avenue,Pittsburgh,PA,15205,Crafton Heights,212,Chain Restaurant without Liquor,1,7/24/2014,7/24/2014,,8,,,1,1,-80.06935786,40.43953873,45 Foster Avenue PA 15205
22305,2.02E+11,Domino's Pizza ,21,Foster Avenue,Pittsburgh,PA,15205,Crafton Heights,212,Chain Restaurant without Liquor,1,12/3/2018,12/3/2018,,0,,,1,1,-80.06937227,40.44085677,21 Foster Avenue PA 15205
23270,2.00E+11,Pizza Milano,6532,Steubenville Pike,Pittsburgh,PA,15205,Crafton Heights,211,Restaurant without Liquor,1,3/8/2002,3/8/2002,,40,,,1,1,-80.16153184,40.44954094,6532 Steubenville Pike PA 15205
32056,2.02E+11,Caliente Pizza Commissary ,1,Crafton Avenue,Pittsburgh,PA,15205,Crafton Heights,172,Food Processor,1,12/28/2021,12/28/2021,,0,0,3800,1,1,-80.06705032,40.43618252,1 Crafton Avenue PA 15205
33147,2.02E+11,Caliente Pizza & Draft House,288,Steuben Street,Pittsburgh,PA,15205,Crafton Heights,202,Chain Restaurant with Liquor,1,3/18/2022,3/18/2022,,72,,,1,1,-80.08082288,40.44028258,288 Steuben Street PA 15205
38152,2.02E+11,Sammy's Pizza,2145,Noblestown Road,Pittsburgh,PA,15205,Crafton Heights,211,Restaurant without Liquor,1,5/9/2023,5/9/2023,,34,,,1,1,-80.05314092,40.4301499,2145 Noblestown Road PA 15205
5581,46914,The Original Giovanni's Pizza on 5th Avenue,1506,5th Avenue,Pittsburgh,PA,15219,Crawford-Roberts,211,Restaurant without Liquor,1,3/26/1991,3/26/1991,,38,,,1,1,-79.98480473,40.43837608,1506 5th Avenue PA 15219
1552,37681,Salvatore's Pizza House,612,Penn  Avenue,Pittsburgh,PA,15221,East Hills,201,Restaurant with Liquor,1,4/3/1984,4/3/1984,,88,,,1,1,-79.88559348,40.44357952,612 Penn  Avenue PA 15221
