_id,pin,address,billing_city,current_delq,prior_years,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
134923,0033P00245000000,18 CEDRICTON ST,"PITTSBURGH, PA",527.97,0,Residential,Carrick,4,29,4,29,3,4-7,-79.99183646070962,40.40524191216982
134924,0033S00015000000,156 WYNOKA ST,"PITTSBURGH, PA",794.82,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98656076736422,40.40497102582309
134925,0094K00164000000,170 KIRK AVE,"BRIDGEVILLE, PA",1082.63,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97664927323093,40.38790504190588
134926,0138D00227000000,347 MERRITT AVE,"PITTSBURGH, PA",648.58,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98617252639288,40.38349727212201
134927,0094N00254000000,130 MAYTIDE ST,"PITTSBURGH, PA",1906,0,Industrial,Carrick,4,29,4,29,3,4-23,-79.98154879965551,40.385030388320985
134928,0094N00269000000,130 MAYTIDE ST,"PITTSBURGH, PA",354.51,0,Commercial,Carrick,4,29,4,29,3,4-23,-79.98216847360887,40.38482642351322
134929,0060K00278000000,1616 OAKHURST ST,"PITTSBURGH, PA",571.82,0,Residential,Carrick,4,29,4,29,3,4-23,-79.991266812134,40.39915633981637
134930,0095B00204000000,LUCINA AVE,"RAPID CITY, SD",62.91,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99324035976123,40.392646336616686
134931,0060M00087000000,1812 LEOLYN ST,"MOUNT PLEASANT, PA",850.08,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98553679455522,40.39703701620918
134932,0095H00205000000,2140 HAZELDELL ST,"PITTSBURGH, PA",1282.75,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98550489649418,40.39196190634256
134933,0138C00028000000,506 MAYTIDE ST,"PITTSBURGH, PA",224.5,0,Residential,Carrick,4,32,4,32,3,4-23,-79.98870047922,40.38446860081462
134934,0060R00114000000,1729 MOUNT JOSEPH ST,"PITTSBURGH, PA",613.73,0,Residential,Carrick,4,29,4,29,3,4-23,-79.9904215747609,40.396772942142654
134935,0095C00096000000,2002 COVERT ST,"PITTSBURGH, PA",797.24,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98974631299227,40.39401860007148
134936,0060M00270000000,223 MEREDITH ST,"BEAVER, PA",1097.85,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98449790502411,40.39801509517483
134937,0095H00211000000,102 DUFFLAND ST,"PITTSBURGH, PA",202.2,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98490025973351,40.39197467632957
134938,0033R00156000000,115 WYNOKA ST,"PITTSBURGH, PA",1515.28,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98856256368413,40.40565463940939
134939,0095L00168000000,322 OVERBROOK BLVD,"PHOENIX, AZ",703.32,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98891550242999,40.38734966632881
134940,0138B00015000000,475 ANTENOR AVE,"PITTSBURGH, PA",404.6,0,Residential,Carrick,4,32,4,32,3,4-23,-79.99241476806469,40.38437891987218
134941,0060L00202000000,1628 BROWNSVILLE RD,"PITTSBURGH, PA",297.33,0,Commercial,Carrick,4,29,4,29,3,4-12,-79.98923320486568,40.39890217044281
134942,0060L00062000000,112 THIELMAN AVE,"PITTSBURGH, PA",918.7,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99073949805388,40.39898305564595
134943,0095M00082000000,41 BECKS RUN RD,"PITTSBURGH, PA",779.57,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98359366197306,40.388899207087086
134944,0060D00052000000,225 LINNVIEW AVE,"MURRAY, UT",471.31,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98550314996676,40.40385765959131
134945,0033R00338000000,1136 BROWNSVILLE RD,"BETHEL PARK, PA",1286.56,0,Commercial,Carrick,4,29,4,29,3,4-7,-79.99076331448538,40.404367444159895
134946,0095D00197000000,147 E WOODFORD AVE,"TRAFFORD, PA",316.4,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98299509617902,40.39318685957209
134947,0138C00037000000,530 MAYTIDE ST,"PITTSBURGH, PA",454.16,0,Residential,Carrick,4,32,4,32,3,4-23,-79.98945797692672,40.384281633299246
134948,0138D00182000000,228 MERRITT AVE,"PITTSBURGH, PA",2796.12,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98332195287477,40.38378680170485
134949,0095B00183000000,1939 LUCINA AVE,"PITTSBURGH, PA",1427.6,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99342485474436,40.39373630765988
134950,0095G00100000000,2226 DELLROSE ST,"PITTSBURGH, PA",1330.39,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98719027333797,40.39035184000036
134951,0137E00108000000,2915 PARKDALE AVE,"IRVING, TX",1477.16,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98220537655826,40.381853855424964
134952,0059J00141000000,331 MEREDITH ST,"PITTSBURGH, PA",1034.97,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98184861477971,40.39847892533075
134953,0094P00053000000,102 KIRK AVE,"PITTSBURGH, PA",383.11,0,Residential,Carrick,4,29,4,29,3,4-15,-79.9779564288821,40.38574346186256
134954,0060L00159000000,1638 DELLROSE ST,"PITTSBURGH, PA",991.12,0,Residential,Carrick,4,29,4,29,3,4-23,-79.9897976203412,40.39867584200727
134955,0095G00087000000,109 PARKFIELD ST,"PITTSBURGH, PA",1214.14,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98767393148393,40.39112377527435
134956,0095C00098000000,2001 PLATEAU ST,"PITTSBURGH, PA",541.3,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99000390086411,40.394025261083804
134957,0033S00255000000,18 LACONA ST,"PITTSBURGH, PA",876.76,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98435213190533,40.40470826946901
134958,0095K00331000000,SINTON AVE,"AMBRIDGE, PA",68.62,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99156180772553,40.38740015669247
134959,0138C00041000000,542 MAYTIDE ST,"IRVING, TX",762.4,0,Residential,Carrick,4,32,4,32,3,4-23,-79.98980109259627,40.3842168535075
134960,0095C0025600T100,2134 BROWNSVILLE RD,"PITTSBURGH, PA",2660.78,0,Commercial,Carrick,4,29,4,29,3,4-23,-79.98765179376997,40.39259331599413
134961,0060C00299000000,LINNVIEW AVE,"PITTSBURGH, PA",106.74,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98806066285667,40.40356968137269
134962,0095G00037000000,148 PARKFIELD ST,"PITTSBURGH, PA",857.7,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98968540788029,40.39154160517739
134963,0060L00003000000,1720 MOUNT JOSEPH ST,"PITTSBURGH, PA",762.4,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99106462552437,40.397009313863954
134964,0060D00059000000,211 LINNVIEW AVE,"IRVING, TX",771.94,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98601387166124,40.40371086685362
134965,0060L00014000000,1715 MOUNT JOSEPH ST,"PITTSBURGH, PA",1196.97,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99068550587661,40.39723720124834
134966,0094K00141000000,164 SPENCER AVE,"PITTSBURGH, PA",740.06,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97610053877874,40.38780943988449
134967,0094K00214000000,154 KIRK AVE,"CORAOPOLIS, PA",1078.82,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97699437738841,40.38751315427323
134968,0138D00372000000,339 SUNNYLAND AVE,"PITTSBURGH, PA",715.3,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98649404582748,40.38246277164403
134969,0094J00084000000,2410 GLENROY ST,"SANDY, UT",1071.17,0,Residential,Carrick,4,29,4,29,3,4-15,-79.98091327870198,40.38949682058944
134970,0060S00232000000,210 E AGNEW AVE,"PITTSBURGH, PA",741.96,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98391814495959,40.39571447248823
134971,0137A00253000000,27 CLAUS AVE,"PITTSBURGH, PA",1471.43,0,Residential,Carrick,4,29,4,29,3,4-23,-79.97862886186701,40.383195053867425
134972,0094F00245000000,2723 WATERMAN AVE,"PITTSBURGH, PA",68.71,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97525370739511,40.39183132757402
134973,0094N00271000000,130 MAYTIDE ST,"PITTSBURGH, PA",339.29,0,Commercial,Carrick,4,29,4,29,3,4-23,-79.98191248650258,40.38486862694397
134974,0095G00113000000,2246 WESTMONT AVE,"PITTSBURGH, PA",1086.44,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98756025186064,40.389976116660605
134975,0033S00317000000,333 LINNVIEW AVE,"PITTSBURGH, PA",353.46,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98362041206369,40.404558022853045
134976,0060J00234000000,1514 CELTIC ST,"PITTSBURGH, PA",466.98,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99640091996767,40.398397857774114
134977,0060B00176000000,228 NOBLES LN,"PITTSBURGH, PA",651.86,0,Residential,Carrick,4,29,4,29,3,4-7,-79.9951983506971,40.402606058910386
134978,0095D00288000000,2120 HAZELDELL ST,"PITTSBURGH, PA",1606.77,0,Residential,Carrick,4,29,4,29,3,4-12,-79.9853752423037,40.3925334234637
134979,0033S00272000000,46 LACONA ST,"PITTSBURGH, PA",211.15,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98305639247027,40.40520807081147
134980,0094K00180000000,227 SPENCER AVE,"CANONSBURG, PA",4288.5,0,Commercial,Carrick,4,29,4,29,3,4-15,-79.97649102298342,40.3891484309594
134981,0060G00078000000,106 W MEYERS ST,"PITTSBURGH, PA",998.77,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99096161446799,40.40008551258651
134982,0060B00088000000,106 MINOOKA ST,"PITTSBURGH, PA",667.12,0,Residential,Carrick,4,29,4,29,3,4-7,-79.99272970557126,40.40362188149381
134983,0060K00211000000,1638 MOUNT JOSEPH ST,"PITTSBURGH, PA",333.94,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99167541415078,40.398275316658165
134984,0138D00155000000,336 MERRITT AVE,"PITTSBURGH, PA",715.3,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98569955158162,40.38392608371492
134985,0061H00374000000,1651 FAWN ST,"PITTSBURGH, PA",287.17,0,Commercial,Carrick,4,29,4,29,3,4-23,-79.99948182995197,40.39932342949497
134986,0095L00028000000,2283 VALERA AVE,"PITTSBURGH, PA",505.63,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98735259681574,40.38874369763386
134987,0094J00134000000,11 FAIRHOPE ST,"PITTSBURGH, PA",385.54,0,Residential,Carrick,4,29,4,29,3,4-15,-79.98081491129713,40.38898938293607
134988,0033S00307000000,309 LINNVIEW AVE,"PITTSBURGH, PA",459.36,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98445009494957,40.40424276485609
134989,0094P00183000000,2757 CHURCHVIEW AVE,"PITTSBURGH, PA",1105.48,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97462375051013,40.38521444911871
134990,0095L00306000000,2316 SPOKANE AVE,"PITTSBURGH, PA",724.3,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98970227580281,40.38766011498709
134991,0137A00169000000,116 MERRITT AVE,"PITTSBURGH, PA",602.83,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98073583913884,40.3837496549375
134992,0060C00019000000,18 NOBLES LN,"PITTSBURGH, PA",159.26,0,Residential,Carrick,4,29,4,29,3,4-7,-79.99095128757867,40.40370115051511
134993,0137A00004000000,130 MAYTIDE ST,"PITTSBURGH, PA",2270.05,0,Industrial,Carrick,4,29,4,29,3,4-23,-79.98273243943135,40.38463120103639
134994,0059J00280000000,315 E AGNEW AVE,"PITTSBURGH, PA",747.68,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98180190207454,40.396937178626565
134995,0060B00192000000,134 NOBLES LN,"RAPID CITY, SD",381.73,0,Residential,Carrick,4,29,4,29,3,4-7,-79.99381493791942,40.40280720180208
134996,0060K00207000000,1646 MOUNT JOSEPH ST,"PITTSBURGH, PA",800.54,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99157506233037,40.398067210680196
134997,0095M00200000000,2305 BROWNSVILLE RD,"SEWICKLEY, PA",5671,0,Commercial,Carrick,4,29,4,29,3,4-12,-79.98495484884309,40.38917767272157
134998,0060R00362000000,1902 BROWNSVILLE RD,"PITTSBURGH, PA",1681.09,0,Commercial,Carrick,4,29,4,29,3,4-12,-79.98755845929067,40.39593042086216
134999,0094J00138000000,9 FAIRHOPE ST,"PITTSBURGH, PA",156.14,0,Residential,Carrick,4,29,4,29,3,4-15,-79.98102704925704,40.38908609037412
135000,0137A00172000000,120 MERRITT AVE,"PITTSBURGH, PA",400.07,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98096695042832,40.38373664376294
135001,0094K00172000000,211 SPENCER AVE,"AUSTIN, TX",1189.34,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97654341957987,40.38855425207209
135002,0032N00244000000,411 BIRMINGHAM AVE,"PITTSBURGH, PA",463.7,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98116610153225,40.40433796888379
135003,0094E00144000000,122 CARRICK AVE,"PITTSBURGH, PA",390.44,0,Residential,Carrick,4,29,4,29,3,4-15,-79.98167936677784,40.38967362025762
135004,0094B00179000000,435 SPENCER AVE,"PITTSBURGH, PA",920.53,0,Residential,Carrick,4,29,4,29,3,4-15,-79.976590648417,40.392602360503744
135005,0137B00094000000,35 STEWART AVE,"PITTSBURGH, PA",558.98,0,Residential,Carrick,4,29,4,29,3,4-23,-79.97838004799421,40.382389168408615
135006,0094E00017000000,216 NUZUM AVE,"PITTSBURGH, PA",538.03,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98227065983282,40.39140568305478
135007,0060B00166000000,213 MINOOKA ST,"PITTSBURGH, PA",1044.51,0,Residential,Carrick,4,29,4,29,3,4-7,-79.99449498769988,40.40299173081018
135008,0060D00278000000,300 BIRMINGHAM AVE,"PITTSBURGH, PA",1037.98,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98398608344914,40.40273844171713
135009,0060C00298000000,121 LINNVIEW AVE,"PITTSBURGH, PA",973.98,0,Residential,Carrick,4,29,4,29,3,4-12,-79.9879049528899,40.40358305221509
135010,0033S00014000000,154 WYNOKA ST,"PITTSBURGH, PA",297.53,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98666677177751,40.40498106301699
135011,0060J00256000000,CELTIC ST,"PITTSBURGH, PA",62.91,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99588818582129,40.39845161383524
135012,0095G00227000000,300 SANTRON AVE,"PITTSBURGH, PA",1223.65,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98948968294376,40.39007770303389
135013,0032N00330000000,616 LAUGHLIN AVE,"PITTSBURGH, PA",489.21,0,Residential,Carrick,4,29,4,29,3,4-12,-79.97919266865983,40.40439474157421
135014,0033S00048000000,1019 THEONA ST,"PITTSBURGH, PA",1156.95,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98633639542946,40.405338747576444
135015,0032N00268000000,1319 TRIANA ST,"PITTSBURGH, PA",865.34,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98050717563298,40.404711541492134
135016,0060S00191000000,129 E AGNEW AVE,"PITTSBURGH, PA",585.66,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98491220770549,40.39597971283045
135017,0094B00091000000,KIRK AVE,"PITTSBURGH, PA",40.04,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97752377390603,40.393096192791894
135018,0095H00041000000,2250 BROWNSVILLE RD,"KNOXVILLE, TN",500,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98609974190714,40.38965394865278
135019,0060C00361000000,108 LAUGHLIN AVE,"WEST MIFFLIN, PA",617.54,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98874627115285,40.4039892987934
135020,0094P00262000000,2605 BROWNSVILLE RD,"PITTSBURGH, PA",2504.5,0,Commercial,Carrick,4,29,4,29,3,4-23,-79.97841328558452,40.38563450131975
135021,0094P00266000000,2613 BROWNSVILLE RD,"MC KEESPORT, PA",800.54,0,Commercial,Carrick,4,29,4,29,3,4-23,-79.97817715497975,40.38544213602086
135022,0095L00122000000,2261 ALMONT ST,"PITTSBURGH, PA",1071.19,0,Residential,Carrick,4,29,4,29,3,4-23,-79.9886256276013,40.389288970951775
135023,0137A00366000000,120 STEWART AVE,"PITTSBURGH, PA",912.99,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98050047261079,40.38254679978222
135024,0094N00270000000,130 MAYTIDE ST,"PITTSBURGH, PA",463.17,0,Commercial,Carrick,4,29,4,29,3,4-23,-79.98210141138992,40.38489855502748
135025,0137A00361000100,BETHESDA ST,"DALLAS, TX",34.31,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98103771968077,40.382497285487936
135026,0094N00070000000,2550 BROWNSVILLE RD,"PITTSBURGH, PA",750.34,0,Commercial,Carrick,4,29,4,29,3,4-23,-79.97897010351745,40.38560880059837
135027,0060M00126000000,1705 LEOLYN ST,"PITTSBURGH, PA",1540.07,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98579084211485,40.39882762674216
135028,0059E00086000000,1629 ALPLAUS ST,"PITTSBURGH, PA",1126.45,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98105336291583,40.40002235607801
135029,0095D00198000000,145 E WOODFORD AVE,"PITTSBURGH, PA",509.53,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98309672971844,40.3932125579463
135030,0095G00094000000,2216 DELLROSE ST,"PITTSBURGH, PA",431.29,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98733814678245,40.39065213077463
135031,0060M00021000000,1810 CONCORDIA ST,"BRADENVILLE, PA",1014.01,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98669021549772,40.39699793524986
135032,0094E00013000000,NUZUM AVE,"PITTSBURGH, PA",39.39,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98205491088385,40.39157280510446
135033,0060G00102000000,1615 WESTMONT AVE,"PITTSBURGH, PA",332.74,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99015288667808,40.39947714542124
135034,0094P00031000000,141 SPENCER AVE,"PITTSBURGH, PA",755,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97717256237215,40.38687095037505
135035,0095M00088000000,27 BECKS RUN RD,"PITTSBURGH, PA",850.08,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98373687155672,40.38841792563085
135036,0095D00012000000,2104 BROWNSVILLE RD,"PITTSBURGH, PA",3184.94,0,Commercial,Carrick,4,29,4,29,3,4-12,-79.98691088964082,40.39311484515516
135037,0060L00059000000,109 THIELMAN AVE,"PITTSBURGH, PA",231.15,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99058385165179,40.398687605215834
135038,0137A00068000000,43 MAYTIDE ST,"RICHMOND, VA",1601.04,0,Residential,Carrick,4,29,4,29,3,4-23,-79.97984104979065,40.38416433603165
135039,0094N00173000000,2523 EDGAR ST,"PITTSBURGH, PA",88.1,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98065522030407,40.38580928254921
135040,0060L00081000000,1648 WESTMONT AVE,"PITTSBURGH, PA",536.13,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99015555602115,40.39824753634658
135041,0137E00178000000,108 OWENDALE AVE,"PITTSBURGH, PA",1004.48,0,Residential,Carrick,4,29,4,29,3,4-23,-79.97949693648073,40.38169026900577
135042,0032N00176000000,455 LINNVIEW AVE,"SANDY, UT",1250.87,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98193151716137,40.40519658121277
135043,0095L00027000000,VALERA AVE,"PITTSBURGH, PA",60.99,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98739231715821,40.388803696846885
135044,0060G00080000000,108 W MEYERS ST,"PITTSBURGH, PA",282.62,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99107028807677,40.4000726076178
135045,0094P00036000000,130 KIRK AVE,"PITTSBURGH, PA",223.54,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97730846006677,40.386585740235276
135046,0137E00019000000,135 STEWART AVE,"PITTSBURGH, PA",1517.17,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98128841550479,40.38203928862092
135047,0095L00163000000,330 OVERBROOK BLVD,"PITTSBURGH, PA",418.71,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98899869346835,40.38712359542224
135048,0060D00067000000,145 LINNVIEW AVE,"PITTSBURGH, PA",991.12,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98681770552751,40.40366877292417
135049,0060L00005000000,1724 MOUNT JOSEPH ST,"PITTSBURGH, PA",476.5,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99095235686976,40.396824988594354
135050,0033R00243000000,133 LAUGHLIN AVE,"SANFORD, NC",514.68,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98775433602172,40.404561093010074
135051,0060M00389000000,POPLARGROVE ST,"CLAIRTON, PA",436.49,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98325916977367,40.397397982993866
135052,0059N00005000000,307 E AGNEW AVE,"PITTSBURGH, PA",499.39,0,Residential,Carrick,4,29,4,29,3,4-12,-79.9822795487442,40.39678417644493
135053,0094N00249000000,130 MAYTIDE ST,"PITTSBURGH, PA",444.11,0,Commercial,Carrick,4,29,4,29,3,4-23,-79.98240459817553,40.3848801013443
135054,0060J00266000000,CELTIC ST,"PITTSBURGH, PA",53.37,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99585471624063,40.39777683280305
135055,0137E00116000000,2910 PARKDALE AVE,"PITTSBURGH, PA",1360.91,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98278394715092,40.3818359502212
135056,0137A00078000000,57 MAYTIDE ST,"PITTSBURGH, PA",313.86,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98056002554472,40.38414351573144
135057,0060B00091000000,1130 TROST AVE,"PITTSBURGH, PA",590.88,0,Residential,Carrick,4,29,4,29,3,4-7,-79.99251651914032,40.40368718227703
135058,0060R00118000000,119 NEWETT ST,"PITTSBURGH, PA",975.89,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98992933135997,40.39663522170657
135059,0060D00245000000,135 BIRMINGHAM AVE,"PITTSBURGH, PA",918.71,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98682027572356,40.402651821131705
135060,0060G00246000000,105 E MEYERS ST,"LA PUENTE, CA",1225.56,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98738121614446,40.400441501341284
135061,0060D00074000000,200 LINNVIEW AVE,"PITTSBURGH, PA",1637.26,0,Residential,Carrick,4,29,4,29,3,4-12,-79.986353757808,40.40315389996219
135062,0094F00299000000,2719 ALMORA ST,"PITTSBURGH, PA",1416.17,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97546518430637,40.39077861173717
135063,0095G00112000000,2248 WESTMONT AVE,"PITTSBURGH, PA",1048.32,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98752802056082,40.38991135704659
135064,0095R00019000000,405 ARISTON AVE,"CARLTON, PA",341.97,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98991683748015,40.387040551408816
135065,0060G00115000000,1612 DELLROSE ST,"SANFORD, NC",419.34,0,Residential,Carrick,4,29,4,29,3,4-23,-79.9899086000162,40.399515116089134
135066,0060L00332000000,1626 AMANDA ST,"PITTSBURGH, PA",650.47,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98818391694681,40.39915746023491
135067,0060L00238000000,1800 BROWNSVILLE RD,"PITTSBURGH, PA",1334.2,0,Commercial,Carrick,4,29,4,29,3,4-12,-79.98818489695532,40.39712728253564
135068,0094P00074000000,139 SPENCER AVE,"PHOENIX, AZ",1507.66,0,Residential,Carrick,4,29,4,29,3,4-15,-79.9770511197859,40.3867501617274
135069,0095H00097000000,2221 BROWNSVILLE RD,"PITTSBURGH, PA",1711.6,0,Commercial,Carrick,4,29,4,29,3,4-12,-79.98588142508814,40.39076631294629
135070,0137A00119000000,198 MERRITT AVE,"PITTSBURGH, PA",1178.44,0,Residential,Carrick,4,29,4,29,3,4-23,-79.98197849171841,40.38367883641483
135071,0060C00168000000,1314 AMANDA ST,"PITTSBURGH, PA",1147.42,0,Residential,Carrick,4,29,4,29,3,4-12,-79.98888237354211,40.40263597069674
135072,0033K00237000000,BROWNSVILLE RD,"PITTSBURGH, PA",266.84,0,Residential,Carrick,4,29,4,29,3,4-12,-79.99161507538452,40.407022063400376
135073,0060D00251000000,140 BIRMINGHAM AVE,"PITTSBURGH, PA",808.17,0,Residential,Carrick,4,29,4,29,3,4-12,-79.9864823315812,40.40210813087351
135074,0094J00085000000,GLENROY ST,"CLAIRTON, PA",20.98,0,Residential,Carrick,4,29,4,29,3,4-15,-79.98082988258909,40.38946930895103
135075,0094F00180000000,405 SPENCER AVE,"PITTSBURGH, PA",995.46,0,Residential,Carrick,4,29,4,29,3,4-15,-79.97662846796823,40.39160072421076
135076,0060K00187000000,209 W CHERRYHILL ST,"PITTSBURGH, PA",627.73,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99164886605921,40.39747836257792
135077,0060P00176000000,347 COPPERFIELD AVE,"PITTSBURGH, PA",132.15,0,Residential,Carrick,4,29,4,29,3,4-23,-79.99342381549155,40.39469036432279
